Building No,Floor,Unit No,Bedrooms No,Listed Price,Actual Rent,Year,Month,Day,Rented(Y or N)
4,1,102,2,2970,2790,2024,05,01,Y
4,1,102,2,2950,0,2024,06,01,N
4,1,102,2,2900,2790,2024,07,01,Y
4,1,102,2,2940,2830,2024,08,01,Y
4,1,102,2,2900,2830,2024,09,01,Y
4,1,102,2,2810,2760,2024,10,01,Y
4,1,102,2,2820,2740,2024,11,01,Y
4,1,102,2,2820,2730,2024,12,01,Y
4,1,102,2,2900,2810,2025,01,01,Y
4,1,102,2,2930,0,2025,02,01,N
4,1,102,2,2950,2860,2025,03,01,Y
4,1,102,2,2960,2860,2025,04,01,Y
4,1,102,2,2950,2890,2025,05,01,Y
4,1,102,2,3100,0,2025,06,01,N
4,1,102,2,3090,2920,2025,07,01,Y
4,1,102,2,3070,2930,2025,08,01,Y
4,1,102,2,3140,2930,2025,09,01,Y
4,1,102,2,3100,2920,2025,10,01,Y
4,1,102,2,3100,2890,2025,11,01,Y
4,1,102,2,3010,2820,2025,12,01,Y
4,1,102,2,3050,2950,2026,01,01,Y
4,1,102,2,3130,2940,2026,02,01,Y
4,1,102,2,2990,2940,2026,03,01,Y
4,1,102,2,3110,2980,2026,04,01,Y
4,1,102,2,3210,3030,2026,05,01,Y
4,1,102,2,3120,3050,2026,06,01,Y
4,1,102,2,3230,3020,2026,07,01,Y
4,1,102,2,3210,3030,2026,08,01,Y
4,1,102,2,3150,3080,2026,09,01,Y
4,1,102,2,3180,2980,2026,10,01,Y
4,1,102,2,3070,2940,2026,11,01,Y
4,1,102,2,3110,2950,2026,12,01,Y
4,2,201,2,3040,2920,2024,01,01,Y
4,2,201,2,3050,2940,2024,02,01,Y
4,2,201,2,3030,2920,2024,03,01,Y
4,2,201,2,3210,3000,2024,04,01,Y
4,2,201,2,3170,3020,2024,05,01,Y
4,2,201,2,3120,2990,2024,06,01,Y
4,2,201,2,3130,3070,2024,07,01,Y
4,2,201,2,3150,3030,2024,08,01,Y
4,2,201,2,3090,3020,2024,09,01,Y
4,2,201,2,3170,3000,2024,10,01,Y
4,2,201,2,3030,2970,2024,11,01,Y
4,2,201,2,3000,2950,2024,12,01,Y
4,2,201,2,3140,3040,2025,01,01,Y
4,2,201,2,3080,3030,2025,02,01,Y
4,2,201,2,3250,3120,2025,03,01,Y
4,2,201,2,3170,3090,2025,04,01,Y
4,2,201,2,3190,3100,2025,05,01,Y
4,2,201,2,3270,3130,2025,06,01,Y
4,2,201,2,3380,3200,2025,07,01,Y
4,2,201,2,3360,3160,2025,08,01,Y
4,2,201,2,3290,3130,2025,09,01,Y
4,2,201,2,3340,3160,2025,10,01,Y
4,2,201,2,3220,3090,2025,11,01,Y
4,2,201,2,3160,3050,2025,12,01,Y
4,2,201,2,3300,3160,2026,01,01,Y
4,2,201,2,3400,3180,2026,02,01,Y
4,2,201,2,3380,3200,2026,03,01,Y
4,2,201,2,3310,3210,2026,04,01,Y
4,2,201,2,3330,3240,2026,05,01,Y
4,2,201,2,3350,3260,2026,06,01,Y
4,2,201,2,3340,3270,2026,07,01,Y
4,2,201,2,3540,3310,2026,08,01,Y
4,2,201,2,3490,3250,2026,09,01,Y
4,2,201,2,3260,3210,2026,10,01,Y
4,2,201,2,3380,0,2026,11,01,N
4,2,201,2,3300,3170,2026,12,01,Y
4,2,202,2,3090,2910,2024,01,01,Y
4,2,202,2,3080,2910,2024,02,01,Y
4,2,202,2,3070,2940,2024,03,01,Y
4,2,202,2,3050,2940,2024,04,01,Y
4,2,202,2,3080,2950,2024,05,01,Y
4,2,202,2,3100,2980,2024,06,01,Y
4,2,202,2,3110,2980,2024,07,01,Y
4,2,202,2,3150,3020,2024,08,01,Y
4,2,202,2,3160,3000,2024,09,01,Y
4,2,202,2,3140,2940,2024,10,01,Y
4,2,202,2,3010,2940,2024,11,01,Y
4,2,202,2,3020,2930,2024,12,01,Y
4,2,202,2,3170,3000,2025,01,01,Y
4,2,202,2,3220,3050,2025,02,01,Y
4,2,202,2,3210,3050,2025,03,01,Y
4,2,202,2,3180,3090,2025,04,01,Y
4,2,202,2,3170,3090,2025,05,01,Y
4,2,202,2,3320,3100,2025,06,01,Y
4,2,202,2,3240,3150,2025,07,01,Y
4,2,202,2,3180,3110,2025,08,01,Y
4,2,202,2,3210,3150,2025,09,01,Y
4,2,202,2,3280,3080,2025,10,01,Y
4,2,202,2,3130,3060,2025,11,01,Y
4,2,202,2,3170,3050,2025,12,01,Y
4,2,202,2,3250,3150,2026,01,01,Y
4,2,202,2,3340,0,2026,02,01,N
4,2,202,2,3290,3160,2026,03,01,Y
4,2,202,2,3230,3160,2026,04,01,Y
4,2,202,2,3390,3190,2026,05,01,Y
4,2,202,2,3380,3230,2026,06,01,Y
4,2,202,2,3490,3260,2026,07,01,Y
4,2,202,2,3440,3240,2026,08,01,Y
4,2,202,2,3420,3210,2026,09,01,Y
4,2,202,2,3430,3210,2026,10,01,Y
4,2,202,2,3390,3170,2026,11,01,Y
4,2,202,2,3240,0,2026,12,01,N
4,3,301,2,2780,2680,2024,01,01,Y
4,3,301,2,2770,2720,2024,02,01,Y
4,3,301,2,2800,2740,2024,03,01,Y
4,3,301,2,2910,2750,2024,04,01,Y
4,3,301,2,2950,2800,2024,05,01,Y
4,3,301,2,2920,2840,2024,06,01,Y
4,3,301,2,2870,2830,2024,07,01,Y
4,3,301,2,2950,2800,2024,08,01,Y
4,3,301,2,2940,2810,2024,09,01,Y
4,3,301,2,2870,2790,2024,10,01,Y
4,3,301,2,2830,0,2024,11,01,N
4,3,301,2,2800,2720,2024,12,01,Y
4,3,301,2,3030,2850,2025,01,01,Y
4,3,301,2,2860,2810,2025,02,01,Y
4,3,301,2,3090,2880,2025,03,01,Y
4,3,301,2,2980,2870,2025,04,01,Y
4,3,301,2,2970,2920,2025,05,01,Y
4,3,301,2,3090,2950,2025,06,01,Y
4,3,301,2,3050,2930,2025,07,01,Y
4,3,301,2,3000,2950,2025,08,01,Y
4,3,301,2,3040,2960,2025,09,01,Y
4,3,301,2,3120,2900,2025,10,01,Y
4,3,301,2,3060,2850,2025,11,01,Y
4,3,301,2,2990,2860,2025,12,01,Y
4,3,301,2,3050,2930,2026,01,01,Y
4,3,301,2,3100,2920,2026,02,01,Y
4,3,301,2,3080,2990,2026,03,01,Y
4,3,301,2,3180,3000,2026,04,01,Y
4,3,301,2,3050,3000,2026,05,01,Y
4,3,301,2,3170,3020,2026,06,01,Y
4,3,301,2,3190,3030,2026,07,01,Y
4,3,301,2,3250,3090,2026,08,01,Y
4,3,301,2,3220,3020,2026,09,01,Y
4,3,301,2,3120,3010,2026,10,01,Y
4,3,301,2,3120,2980,2026,11,01,Y
4,3,301,2,3030,2950,2026,12,01,Y
4,3,302,2,3050,2860,2024,01,01,Y
4,3,302,2,2960,2920,2024,02,01,Y
4,3,302,2,3010,2890,2024,03,01,Y
4,3,302,2,3090,2970,2024,04,01,Y
4,3,302,2,3080,2990,2024,05,01,Y
4,3,302,2,3210,2990,2024,06,01,Y
4,3,302,2,3180,3010,2024,07,01,Y
4,3,302,2,3130,2980,2024,08,01,Y
4,3,302,2,3030,2960,2024,09,01,Y
4,3,302,2,3120,2940,2024,10,01,Y
4,3,302,2,3120,2930,2024,11,01,Y
4,3,302,2,2980,2900,2024,12,01,Y
4,3,302,2,3200,3030,2025,01,01,Y
4,3,302,2,3170,3020,2025,02,01,Y
4,3,302,2,3130,3080,2025,03,01,Y
4,3,302,2,3310,0,2025,04,01,N
4,3,302,2,3190,3120,2025,05,01,Y
4,3,302,2,3150,3090,2025,06,01,Y
4,3,302,2,3200,3110,2025,07,01,Y
4,3,302,2,3330,3130,2025,08,01,Y
4,3,302,2,3200,3120,2025,09,01,Y
4,3,302,2,3270,3070,2025,10,01,Y
4,3,302,2,3080,3020,2025,11,01,Y
4,3,302,2,3220,3050,2025,12,01,Y
4,3,302,2,3380,0,2026,01,01,N
4,3,302,2,3330,3100,2026,02,01,Y
4,3,302,2,3430,3190,2026,03,01,Y
4,3,302,2,3250,3160,2026,04,01,Y
4,3,302,2,3380,3190,2026,05,01,Y
4,3,302,2,3350,3210,2026,06,01,Y
4,3,302,2,3420,3280,2026,07,01,Y
4,3,302,2,3400,3250,2026,08,01,Y
4,3,302,2,3330,3270,2026,09,01,Y
4,3,302,2,3380,3210,2026,10,01,Y
4,3,302,2,3350,3190,2026,11,01,Y
4,3,302,2,3290,3160,2026,12,01,Y
4,4,401,1,2190,2060,2024,01,01,Y
4,4,401,1,2140,2090,2024,02,01,Y
4,4,401,1,2250,2110,2024,03,01,Y
4,4,401,1,2260,2160,2024,04,01,Y
4,4,401,1,2260,2200,2024,05,01,Y
4,4,401,1,2300,0,2024,06,01,N
4,4,401,1,2290,2230,2024,07,01,Y
4,4,401,1,2340,0,2024,08,01,N
4,4,401,1,2280,2200,2024,09,01,Y
4,4,401,1,2240,2180,2024,10,01,Y
4,4,401,1,2200,2100,2024,11,01,Y
4,4,401,1,2140,0,2024,12,01,N
4,4,401,1,2300,2210,2025,01,01,Y
4,4,401,1,2270,2210,2025,02,01,Y
4,4,401,1,2290,2200,2025,03,01,Y
4,4,401,1,2270,2230,2025,04,01,Y
4,4,401,1,2420,0,2025,05,01,N
4,4,401,1,2400,2270,2025,06,01,Y
4,4,401,1,2470,2300,2025,07,01,Y
4,4,401,1,2380,2340,2025,08,01,Y
4,4,401,1,2370,2300,2025,09,01,Y
4,4,401,1,2310,2260,2025,10,01,Y
4,4,401,1,2320,2250,2025,11,01,Y
4,4,401,1,2330,2220,2025,12,01,Y
4,4,401,1,2390,0,2026,01,01,N
4,4,401,1,2370,2310,2026,02,01,Y
4,4,401,1,2340,2300,2026,03,01,Y
4,4,401,1,2470,2350,2026,04,01,Y
4,4,401,1,2400,0,2026,05,01,N
4,4,401,1,2490,2370,2026,06,01,Y
4,4,401,1,2520,2400,2026,07,01,Y
4,4,401,1,2490,2360,2026,08,01,Y
4,4,401,1,2460,2400,2026,09,01,Y
4,4,401,1,2490,2360,2026,10,01,Y
4,4,401,1,2400,2290,2026,11,01,Y
4,4,401,1,2330,0,2026,12,01,N
4,4,402,2,2950,2780,2024,01,01,Y
4,4,402,2,2990,2840,2024,02,01,Y
4,4,402,2,2900,2810,2024,03,01,Y
4,4,402,2,2950,2890,2024,04,01,Y
4,4,402,2,3080,0,2024,05,01,N
4,4,402,2,3100,2930,2024,06,01,Y
4,4,402,2,2990,2910,2024,07,01,Y
4,4,402,2,3040,2910,2024,08,01,Y
4,4,402,2,2970,0,2024,09,01,N
4,4,402,2,2940,2870,2024,10,01,Y
4,4,402,2,2950,2830,2024,11,01,Y
4,4,402,2,2880,2830,2024,12,01,Y
4,4,402,2,3060,2950,2025,01,01,Y
4,4,402,2,3140,2930,2025,02,01,Y
4,4,402,2,3020,0,2025,03,01,N
4,4,402,2,3110,3020,2025,04,01,Y
4,4,402,2,3160,3030,2025,05,01,Y
4,4,402,2,3160,3020,2025,06,01,Y
4,4,402,2,3100,3020,2025,07,01,Y
4,4,402,2,3260,3060,2025,08,01,Y
4,4,402,2,3200,3070,2025,09,01,Y
4,4,402,2,3230,3040,2025,10,01,Y
4,4,402,2,3150,2950,2025,11,01,Y
4,4,402,2,3060,2970,2025,12,01,Y
4,4,402,2,3200,0,2026,01,01,N
4,4,402,2,3160,3090,2026,02,01,Y
4,4,402,2,3250,3100,2026,03,01,Y
4,4,402,2,3230,0,2026,04,01,N
4,4,402,2,3170,3100,2026,05,01,Y
4,4,402,2,3240,3180,2026,06,01,Y
4,4,402,2,3240,3160,2026,07,01,Y
4,4,402,2,3280,3150,2026,08,01,Y
4,4,402,2,3370,3190,2026,09,01,Y
4,4,402,2,3240,3120,2026,10,01,Y
4,4,402,2,3330,3120,2026,11,01,Y
4,4,402,2,3180,3080,2026,12,01,Y
4,5,501,2,2940,2890,2024,01,01,Y
4,5,501,2,2930,2870,2024,02,01,Y
4,5,501,2,2990,2920,2024,03,01,Y
4,5,501,2,3120,2910,2024,04,01,Y
4,5,501,2,3210,3000,2024,05,01,Y
4,5,501,2,3110,3020,2024,06,01,Y
4,5,501,2,3240,3040,2024,07,01,Y
4,5,501,2,3070,2990,2024,08,01,Y
4,5,501,2,3120,3000,2024,09,01,Y
4,5,501,2,3160,2960,2024,10,01,Y
4,5,501,2,3050,2950,2024,11,01,Y
4,5,501,2,3000,2880,2024,12,01,Y
4,5,501,2,3070,3000,2025,01,01,Y
4,5,501,2,3130,3010,2025,02,01,Y
4,5,501,2,3140,3060,2025,03,01,Y
4,5,501,2,3250,3100,2025,04,01,Y
4,5,501,2,3300,3130,2025,05,01,Y
4,5,501,2,3210,3120,2025,06,01,Y
4,5,501,2,3260,3120,2025,07,01,Y
4,5,501,2,3290,0,2025,08,01,N
4,5,501,2,3300,3110,2025,09,01,Y
4,5,501,2,3200,3100,2025,10,01,Y
4,5,501,2,3220,3090,2025,11,01,Y
4,5,501,2,3170,3010,2025,12,01,Y
4,5,501,2,3330,3110,2026,01,01,Y
4,5,501,2,3320,3120,2026,02,01,Y
4,5,501,2,3300,3150,2026,03,01,Y
4,5,501,2,3370,3170,2026,04,01,Y
4,5,501,2,3260,3200,2026,05,01,Y
4,5,501,2,3360,3230,2026,06,01,Y
4,5,501,2,3450,3240,2026,07,01,Y
4,5,501,2,3460,3250,2026,08,01,Y
4,5,501,2,3360,3280,2026,09,01,Y
4,5,501,2,3280,3180,2026,10,01,Y
4,5,501,2,3400,0,2026,11,01,N
4,5,501,2,3190,3120,2026,12,01,Y
4,5,502,1,2180,2120,2024,01,01,Y
4,5,502,1,2200,2110,2024,02,01,Y
4,5,502,1,2210,2150,2024,03,01,Y
4,5,502,1,2260,2200,2024,04,01,Y
4,5,502,1,2260,2200,2024,05,01,Y
4,5,502,1,2300,2240,2024,06,01,Y
4,5,502,1,2300,2260,2024,07,01,Y
4,5,502,1,2350,2240,2024,08,01,Y
4,5,502,1,2260,2220,2024,09,01,Y
4,5,502,1,2290,2220,2024,10,01,Y
4,5,502,1,2320,2190,2024,11,01,Y
4,5,502,1,2320,2160,2024,12,01,Y
4,5,502,1,2380,2240,2025,01,01,Y
4,5,502,1,2300,2260,2025,02,01,Y
4,5,502,1,2320,2290,2025,03,01,Y
4,5,502,1,2400,2250,2025,04,01,Y
4,5,502,1,2380,0,2025,05,01,N
4,5,502,1,2490,2330,2025,06,01,Y
4,5,502,1,2500,2360,2025,07,01,Y
4,5,502,1,2480,2350,2025,08,01,Y
4,5,502,1,2450,0,2025,09,01,N
4,5,502,1,2440,2310,2025,10,01,Y
4,5,502,1,2410,2290,2025,11,01,Y
4,5,502,1,2370,2210,2025,12,01,Y
4,5,502,1,2360,2280,2026,01,01,Y
4,5,502,1,2430,2320,2026,02,01,Y
4,5,502,1,2470,2380,2026,03,01,Y
4,5,502,1,2520,2350,2026,04,01,Y
4,5,502,1,2540,2390,2026,05,01,Y
4,5,502,1,2580,2420,2026,06,01,Y
4,5,502,1,2500,2460,2026,07,01,Y
4,5,502,1,2530,2460,2026,08,01,Y
4,5,502,1,2440,2400,2026,09,01,Y
4,5,502,1,2500,2400,2026,10,01,Y
4,5,502,1,2430,2350,2026,11,01,Y
4,5,502,1,2480,2360,2026,12,01,Y
4,6,601,1,2260,2110,2024,01,01,Y
4,6,601,1,2180,2090,2024,02,01,Y
4,6,601,1,2270,2160,2024,03,01,Y
4,6,601,1,2320,2200,2024,04,01,Y
4,6,601,1,2290,2180,2024,05,01,Y
4,6,601,1,2390,2250,2024,06,01,Y
4,6,601,1,2410,2260,2024,07,01,Y
4,6,601,1,2280,2230,2024,08,01,Y
4,6,601,1,2300,0,2024,09,01,N
4,6,601,1,2260,2180,2024,10,01,Y
4,6,601,1,2230,2130,2024,11,01,Y
4,6,601,1,2230,2140,2024,12,01,Y
4,6,601,1,2320,2230,2025,01,01,Y
4,6,601,1,2390,2230,2025,02,01,Y
4,6,601,1,2330,0,2025,03,01,N
4,6,601,1,2320,2260,2025,04,01,Y
4,6,601,1,2420,2330,2025,05,01,Y
4,6,601,1,2490,2350,2025,06,01,Y
4,6,601,1,2530,2370,2025,07,01,Y
4,6,601,1,2420,2330,2025,08,01,Y
4,6,601,1,2380,2320,2025,09,01,Y
4,6,601,1,2340,2270,2025,10,01,Y
4,6,601,1,2350,2290,2025,11,01,Y
4,6,601,1,2320,2200,2025,12,01,Y
4,6,601,1,2350,2290,2026,01,01,Y
4,6,601,1,2400,0,2026,02,01,N
4,6,601,1,2410,0,2026,03,01,N
4,6,601,1,2450,2360,2026,04,01,Y
4,6,601,1,2430,2360,2026,05,01,Y
4,6,601,1,2520,2440,2026,06,01,Y
4,6,601,1,2560,2400,2026,07,01,Y
4,6,601,1,2530,2430,2026,08,01,Y
4,6,601,1,2440,2390,2026,09,01,Y
4,6,601,1,2450,2380,2026,10,01,Y
4,6,601,1,2370,2330,2026,11,01,Y
4,6,601,1,2460,2310,2026,12,01,Y
4,6,602,0,1770,1730,2024,01,01,Y
4,6,602,0,1860,1750,2024,02,01,Y
4,6,602,0,1770,1740,2024,03,01,Y
4,6,602,0,1860,1760,2024,04,01,Y
4,6,602,0,1870,1800,2024,05,01,Y
4,6,602,0,1930,1830,2024,06,01,Y
4,6,602,0,1930,1830,2024,07,01,Y
4,6,602,0,1910,1880,2024,08,01,Y
4,6,602,0,1930,1830,2024,09,01,Y
4,6,602,0,1860,1820,2024,10,01,Y
4,6,602,0,1870,0,2024,11,01,N
4,6,602,0,1850,1750,2024,12,01,Y
4,6,602,0,1880,1840,2025,01,01,Y
4,6,602,0,1940,1840,2025,02,01,Y
4,6,602,0,1920,1880,2025,03,01,Y
4,6,602,0,1950,1860,2025,04,01,Y
4,6,602,0,1910,1880,2025,05,01,Y
4,6,602,0,1950,1890,2025,06,01,Y
4,6,602,0,2050,1920,2025,07,01,Y
4,6,602,0,2030,1950,2025,08,01,Y
4,6,602,0,1980,1940,2025,09,01,Y
4,6,602,0,2000,1930,2025,10,01,Y
4,6,602,0,1920,1840,2025,11,01,Y
4,6,602,0,1990,1860,2025,12,01,Y
4,6,602,0,2020,1900,2026,01,01,Y
4,6,602,0,1950,1900,2026,02,01,Y
4,6,602,0,2090,1950,2026,03,01,Y
4,6,602,0,2030,0,2026,04,01,N
4,6,602,0,2020,1980,2026,05,01,Y
4,6,602,0,2060,2020,2026,06,01,Y
4,6,602,0,2070,1970,2026,07,01,Y
4,6,602,0,2110,2010,2026,08,01,Y
4,6,602,0,2040,1980,2026,09,01,Y
4,6,602,0,2070,1990,2026,10,01,Y
4,6,602,0,1980,1950,2026,11,01,Y
4,6,602,0,1950,1870,2026,12,01,Y
4,7,701,1,2150,2110,2024,01,01,Y
4,7,701,1,2190,2120,2024,02,01,Y
4,7,701,1,2280,2130,2024,03,01,Y
4,7,701,1,2250,2160,2024,04,01,Y
4,7,701,1,2340,2210,2024,05,01,Y
4,7,701,1,2260,2200,2024,06,01,Y
4,7,701,1,2250,2210,2024,07,01,Y
4,7,701,1,2340,2220,2024,08,01,Y
4,7,701,1,2300,2250,2024,09,01,Y
4,7,701,1,2280,0,2024,10,01,N
4,7,701,1,2270,0,2024,11,01,N
4,7,701,1,2180,2120,2024,12,01,Y
4,7,701,1,2280,2220,2025,01,01,Y
4,7,701,1,2310,2240,2025,02,01,Y
4,7,701,1,2290,2230,2025,03,01,Y
4,7,701,1,2330,2260,2025,04,01,Y
4,7,701,1,2420,2280,2025,05,01,Y
4,7,701,1,2410,2330,2025,06,01,Y
4,7,701,1,2340,2300,2025,07,01,Y
4,7,701,1,2440,2350,2025,08,01,Y
4,7,701,1,2390,2330,2025,09,01,Y
4,7,701,1,2440,2270,2025,10,01,Y
4,7,701,1,2380,2260,2025,11,01,Y
4,7,701,1,2400,2240,2025,12,01,Y
4,7,701,1,2370,2260,2026,01,01,Y
4,7,701,1,2410,2260,2026,02,01,Y
4,7,701,1,2390,2290,2026,03,01,Y
4,7,701,1,2390,2310,2026,04,01,Y
4,7,701,1,2490,2360,2026,05,01,Y
4,7,701,1,2460,2370,2026,06,01,Y
4,7,701,1,2480,0,2026,07,01,N
4,7,701,1,2480,2440,2026,08,01,Y
4,7,701,1,2470,2370,2026,09,01,Y
4,7,701,1,2540,2390,2026,10,01,Y
4,7,701,1,2440,2350,2026,11,01,Y
4,7,701,1,2330,2270,2026,12,01,Y
4,7,702,2,2850,2760,2024,01,01,Y
4,7,702,2,2900,2720,2024,02,01,Y
4,7,702,2,2980,0,2024,03,01,N
4,7,702,2,2920,2770,2024,04,01,Y
4,7,702,2,3050,2850,2024,05,01,Y
4,7,702,2,3000,2870,2024,06,01,Y
4,7,702,2,3060,2850,2024,07,01,Y
4,7,702,2,3010,2900,2024,08,01,Y
4,7,702,2,2910,2850,2024,09,01,Y
4,7,702,2,2930,2790,2024,10,01,Y
4,7,702,2,2900,2810,2024,11,01,Y
4,7,702,2,2910,2780,2024,12,01,Y
4,7,702,2,3060,2860,2025,01,01,Y
4,7,702,2,2940,2880,2025,02,01,Y
4,7,702,2,3130,2940,2025,03,01,Y
4,7,702,2,3070,2910,2025,04,01,Y
4,7,702,2,3030,2940,2025,05,01,Y
4,7,702,2,3020,2950,2025,06,01,Y
4,7,702,2,3090,2990,2025,07,01,Y
4,7,702,2,3070,3000,2025,08,01,Y
4,7,702,2,3090,2990,2025,09,01,Y
4,7,702,2,3120,2940,2025,10,01,Y
4,7,702,2,3070,2900,2025,11,01,Y
4,7,702,2,2990,2870,2025,12,01,Y
4,7,702,2,3050,2980,2026,01,01,Y
4,7,702,2,3050,2950,2026,02,01,Y
4,7,702,2,3150,3030,2026,03,01,Y
4,7,702,2,3110,3010,2026,04,01,Y
4,7,702,2,3220,3080,2026,05,01,Y
4,7,702,2,3180,0,2026,06,01,N
4,7,702,2,3310,3110,2026,07,01,Y
4,7,702,2,3320,3100,2026,08,01,Y
4,7,702,2,3170,3100,2026,09,01,Y
4,7,702,2,3140,3030,2026,10,01,Y
4,7,702,2,3230,3050,2026,11,01,Y
4,7,702,2,3050,2990,2026,12,01,Y
4,8,801,1,2380,2260,2024,01,01,Y
4,8,801,1,2280,2250,2024,02,01,Y
4,8,801,1,2430,2320,2024,03,01,Y
4,8,801,1,2420,2360,2024,04,01,Y
4,8,801,1,2410,2370,2024,05,01,Y
4,8,801,1,2530,2400,2024,06,01,Y
4,8,801,1,2520,2360,2024,07,01,Y
4,8,801,1,2540,2390,2024,08,01,Y
4,8,801,1,2490,2420,2024,09,01,Y
4,8,801,1,2410,2370,2024,10,01,Y
4,8,801,1,2390,2290,2024,11,01,Y
4,8,801,1,2430,2310,2024,12,01,Y
4,8,801,1,2530,2400,2025,01,01,Y
4,8,801,1,2550,2410,2025,02,01,Y
4,8,801,1,2580,2400,2025,03,01,Y
4,8,801,1,2630,2460,2025,04,01,Y
4,8,801,1,2600,2460,2025,05,01,Y
4,8,801,1,2700,2510,2025,06,01,Y
4,8,801,1,2620,2520,2025,07,01,Y
4,8,801,1,2570,2470,2025,08,01,Y
4,8,801,1,2540,2500,2025,09,01,Y
4,8,801,1,2570,2430,2025,10,01,Y
4,8,801,1,2540,2400,2025,11,01,Y
4,8,801,1,2470,2420,2025,12,01,Y
4,8,801,1,2610,0,2026,01,01,N
4,8,801,1,2670,2500,2026,02,01,Y
4,8,801,1,2650,2530,2026,03,01,Y
4,8,801,1,2720,2550,2026,04,01,Y
4,8,801,1,2720,2580,2026,05,01,Y
4,8,801,1,2600,2550,2026,06,01,Y
4,8,801,1,2690,2600,2026,07,01,Y
4,8,801,1,2700,2610,2026,08,01,Y
4,8,801,1,2730,2580,2026,09,01,Y
4,8,801,1,2630,2530,2026,10,01,Y
4,8,801,1,2530,2480,2026,11,01,Y
4,8,801,1,2560,2510,2026,12,01,Y
4,8,802,1,2300,2180,2024,01,01,Y
4,8,802,1,2320,0,2024,02,01,N
4,8,802,1,2350,2210,2024,03,01,Y
4,8,802,1,2320,2180,2024,04,01,Y
4,8,802,1,2380,2230,2024,05,01,Y
4,8,802,1,2320,2280,2024,06,01,Y
4,8,802,1,2370,2280,2024,07,01,Y
4,8,802,1,2300,2260,2024,08,01,Y
4,8,802,1,2420,2300,2024,09,01,Y
4,8,802,1,2330,2260,2024,10,01,Y
4,8,802,1,2220,2180,2024,11,01,Y
4,8,802,1,2260,2180,2024,12,01,Y
4,8,802,1,2300,2230,2025,01,01,Y
4,8,802,1,2430,2280,2025,02,01,Y
4,8,802,1,2320,2260,2025,03,01,Y
4,8,802,1,2400,2290,2025,04,01,Y
4,8,802,1,2420,2310,2025,05,01,Y
4,8,802,1,2510,2340,2025,06,01,Y
4,8,802,1,2490,2340,2025,07,01,Y
4,8,802,1,2390,0,2025,08,01,N
4,8,802,1,2530,2360,2025,09,01,Y
4,8,802,1,2460,2300,2025,10,01,Y
4,8,802,1,2450,2290,2025,11,01,Y
4,8,802,1,2410,2250,2025,12,01,Y
4,8,802,1,2490,2340,2026,01,01,Y
4,8,802,1,2400,2340,2026,02,01,Y
4,8,802,1,2480,2390,2026,03,01,Y
4,8,802,1,2540,2430,2026,04,01,Y
4,8,802,1,2550,2450,2026,05,01,Y
4,8,802,1,2550,2460,2026,06,01,Y
4,8,802,1,2590,2480,2026,07,01,Y
4,8,802,1,2540,2490,2026,08,01,Y
4,8,802,1,2630,2460,2026,09,01,Y
4,8,802,1,2520,2400,2026,10,01,Y
4,8,802,1,2450,2390,2026,11,01,Y
4,8,802,1,2470,2380,2026,12,01,Y
4,9,901,2,2990,2830,2024,01,01,Y
4,9,901,2,2880,2790,2024,02,01,Y
4,9,901,2,2900,2820,2024,03,01,Y
4,9,901,2,2940,2830,2024,04,01,Y
4,9,901,2,2960,2860,2024,05,01,Y
4,9,901,2,2950,2900,2024,06,01,Y
4,9,901,2,3090,2960,2024,07,01,Y
4,9,901,2,3100,2950,2024,08,01,Y
4,9,901,2,3040,2950,2024,09,01,Y
4,9,901,2,2930,2870,2024,10,01,Y
4,9,901,2,2980,2830,2024,11,01,Y
4,9,901,2,2990,2820,2024,12,01,Y
4,9,901,2,3000,2920,2025,01,01,Y
4,9,901,2,3090,2920,2025,02,01,Y
4,9,901,2,3040,0,2025,03,01,N
4,9,901,2,3080,3030,2025,04,01,Y
4,9,901,2,3130,3010,2025,05,01,Y
4,9,901,2,3240,3060,2025,06,01,Y
4,9,901,2,3200,3070,2025,07,01,Y
4,9,901,2,3290,3090,2025,08,01,Y
4,9,901,2,3120,3070,2025,09,01,Y
4,9,901,2,3080,3030,2025,10,01,Y
4,9,901,2,3020,2960,2025,11,01,Y
4,9,901,2,3140,2980,2025,12,01,Y
4,9,901,2,3130,3080,2026,01,01,Y
4,9,901,2,3150,3090,2026,02,01,Y
4,9,901,2,3290,3120,2026,03,01,Y
4,9,901,2,3260,3110,2026,04,01,Y
4,9,901,2,3200,3120,2026,05,01,Y
4,9,901,2,3240,3150,2026,06,01,Y
4,9,901,2,3250,3170,2026,07,01,Y
4,9,901,2,3270,3180,2026,08,01,Y
4,9,901,2,3370,3160,2026,09,01,Y
4,9,901,2,3220,0,2026,10,01,N
4,9,901,2,3180,3100,2026,11,01,Y
4,9,901,2,3310,3090,2026,12,01,Y
4,9,902,3,3670,3500,2024,01,01,Y
4,9,902,3,3620,3550,2024,02,01,Y
4,9,902,3,3780,3540,2024,03,01,Y
4,9,902,3,3730,3580,2024,04,01,Y
4,9,902,3,3820,3600,2024,05,01,Y
4,9,902,3,3860,3610,2024,06,01,Y
4,9,902,3,3710,3640,2024,07,01,Y
4,9,902,3,3820,3630,2024,08,01,Y
4,9,902,3,3870,0,2024,09,01,N
4,9,902,3,3730,3600,2024,10,01,Y
4,9,902,3,3770,3580,2024,11,01,Y
4,9,902,3,3760,0,2024,12,01,N
