"building_no";"floor";"unit_no";"bedrooms_no";"rental_year";"rental_month";"avg_listed_price";"avg_actual_rent";"daily_record_count";"rented_days";"unrented_days"
8;8;"802";1;2025;8;2530.0;2430.0;31;31.0;0.0
8;8;"802";1;2025;9;2540.0;2380.0;30;30.0;0.0
8;8;"802";1;2025;10;2450.0;2360.0;31;31.0;0.0
8;8;"802";1;2025;11;2370.0;2310.0;30;30.0;0.0
8;8;"802";1;2025;12;2440.0;2300.0;31;31.0;0.0
8;8;"802";1;2026;1;2560.0;2400.0;31;31.0;0.0
8;8;"802";1;2026;2;2550.0;2420.0;28;28.0;0.0
8;8;"802";1;2026;3;2550.0;0.0;31;0.0;31.0
8;8;"802";1;2026;4;2560.0;2400.0;30;30.0;0.0
8;8;"802";1;2026;5;2600.0;2460.0;31;31.0;0.0
8;8;"802";1;2026;6;2550.0;2490.0;30;30.0;0.0
8;8;"802";1;2026;7;2580.0;2530.0;31;31.0;0.0
8;8;"802";1;2026;8;2660.0;2490.0;31;31.0;0.0
8;8;"802";1;2026;9;2550.0;0.0;30;0.0;30.0
8;8;"802";1;2026;10;2620.0;0.0;31;0.0;31.0
8;8;"802";1;2026;11;2480.0;2410.0;30;30.0;0.0
8;8;"802";1;2026;12;2490.0;2370.0;31;31.0;0.0
8;9;"901";3;2024;1;3600.0;3360.0;31;31.0;0.0
8;9;"901";3;2024;2;3600.0;3410.0;29;29.0;0.0
8;9;"901";3;2024;3;3460.0;0.0;31;0.0;31.0
8;9;"901";3;2024;4;3640.0;0.0;30;0.0;30.0
8;9;"901";3;2024;5;3650.0;3450.0;31;31.0;0.0
8;9;"901";3;2024;6;3620.0;0.0;30;0.0;30.0
8;9;"901";3;2024;7;3580.0;3510.0;31;31.0;0.0
8;9;"901";3;2024;8;3710.0;3500.0;31;31.0;0.0
8;9;"901";3;2024;9;3570.0;3460.0;30;30.0;0.0
8;9;"901";3;2024;10;3720.0;3470.0;31;31.0;0.0
8;9;"901";3;2024;11;3580.0;3440.0;30;30.0;0.0
8;9;"901";3;2024;12;3440.0;0.0;31;0.0;31.0
8;9;"901";3;2025;1;3750.0;3550.0;31;31.0;0.0
8;9;"901";3;2025;2;3750.0;3560.0;28;28.0;0.0
8;9;"901";3;2025;3;3620.0;3550.0;31;31.0;0.0
8;9;"901";3;2025;4;3620.0;3550.0;30;30.0;0.0
8;9;"901";3;2025;5;3870.0;3610.0;31;31.0;0.0
8;9;"901";3;2025;6;3800.0;3670.0;30;30.0;0.0
8;9;"901";3;2025;7;3780.0;0.0;31;0.0;31.0
8;9;"901";3;2025;8;3840.0;3680.0;31;31.0;0.0
8;9;"901";3;2025;9;3690.0;3610.0;30;30.0;0.0
8;9;"901";3;2025;10;3730.0;3590.0;31;31.0;0.0
8;9;"901";3;2025;11;3670.0;3580.0;30;30.0;0.0
8;9;"901";3;2025;12;3750.0;3520.0;31;31.0;0.0
8;9;"901";3;2026;1;3850.0;3640.0;31;31.0;0.0
8;9;"901";3;2026;2;3870.0;3650.0;28;28.0;0.0
8;9;"901";3;2026;3;3820.0;3690.0;31;31.0;0.0
8;9;"901";3;2026;4;3950.0;3760.0;30;30.0;0.0
8;9;"901";3;2026;5;3950.0;3760.0;31;31.0;0.0
8;9;"901";3;2026;6;4020.0;3740.0;30;30.0;0.0
8;9;"901";3;2026;7;4010.0;3780.0;31;31.0;0.0
8;9;"901";3;2026;8;4020.0;3760.0;31;31.0;0.0
8;9;"901";3;2026;9;4060.0;3810.0;30;30.0;0.0
8;9;"901";3;2026;10;3960.0;3760.0;31;31.0;0.0
8;9;"901";3;2026;11;3910.0;3750.0;30;30.0;0.0
8;9;"901";3;2026;12;3740.0;3670.0;31;31.0;0.0
8;9;"902";2;2024;1;3020.0;2920.0;31;31.0;0.0
8;9;"902";2;2024;2;2980.0;2870.0;29;29.0;0.0
8;9;"902";2;2024;3;2940.0;2890.0;31;31.0;0.0
8;9;"902";2;2024;4;3190.0;2980.0;30;30.0;0.0
8;9;"902";2;2024;5;3000.0;2940.0;31;31.0;0.0
8;9;"902";2;2024;6;3190.0;3020.0;30;30.0;0.0
8;9;"902";2;2024;7;3200.0;3030.0;31;31.0;0.0
8;9;"902";2;2024;8;3130.0;3010.0;31;31.0;0.0
8;9;"902";2;2024;9;3120.0;3010.0;30;30.0;0.0
8;9;"902";2;2024;10;3200.0;2980.0;31;31.0;0.0
8;9;"902";2;2024;11;3100.0;2940.0;30;30.0;0.0
8;9;"902";2;2024;12;3110.0;2920.0;31;31.0;0.0
8;9;"902";2;2025;1;3030.0;2980.0;31;31.0;0.0
8;9;"902";2;2025;2;3190.0;3050.0;28;28.0;0.0
8;9;"902";2;2025;3;3250.0;3040.0;31;31.0;0.0
8;9;"902";2;2025;4;3170.0;3090.0;30;30.0;0.0
8;9;"902";2;2025;5;3190.0;3120.0;31;31.0;0.0
8;9;"902";2;2025;6;3200.0;3120.0;30;30.0;0.0
8;9;"902";2;2025;7;3160.0;3110.0;31;31.0;0.0
8;9;"902";2;2025;8;3210.0;3110.0;31;31.0;0.0
8;9;"902";2;2025;9;3300.0;3130.0;30;30.0;0.0
8;9;"902";2;2025;10;3140.0;3080.0;31;31.0;0.0
8;9;"902";2;2025;11;3300.0;3080.0;30;30.0;0.0
8;9;"902";2;2025;12;3170.0;3020.0;31;31.0;0.0
8;9;"902";2;2026;1;3220.0;3110.0;31;31.0;0.0
8;9;"902";2;2026;2;3220.0;3140.0;28;28.0;0.0
8;9;"902";2;2026;3;3380.0;3150.0;31;31.0;0.0
8;9;"902";2;2026;4;3340.0;3220.0;30;30.0;0.0
8;9;"902";2;2026;5;3280.0;3190.0;31;31.0;0.0
8;9;"902";2;2026;6;3460.0;3260.0;30;30.0;0.0
8;9;"902";2;2026;7;3380.0;3280.0;31;31.0;0.0
8;9;"902";2;2026;8;3300.0;3240.0;31;31.0;0.0
8;9;"902";2;2026;9;3400.0;3240.0;30;30.0;0.0
8;9;"902";2;2026;10;3470.0;3230.0;31;31.0;0.0
8;9;"902";2;2026;11;3330.0;3150.0;30;30.0;0.0
8;9;"902";2;2026;12;3210.0;3120.0;31;31.0;0.0
9;10;"1001";2;2024;1;3310.0;3090.0;31;31.0;0.0
9;10;"1001";2;2024;2;3220.0;3110.0;29;29.0;0.0
9;10;"1001";2;2024;3;3270.0;3160.0;31;31.0;0.0
9;10;"1001";2;2024;4;3310.0;3160.0;30;30.0;0.0
9;10;"1001";2;2024;5;3260.0;3180.0;31;31.0;0.0
9;10;"1001";2;2024;6;3300.0;3170.0;30;30.0;0.0
9;10;"1001";2;2024;7;3400.0;0.0;31;0.0;31.0
9;10;"1001";2;2024;8;3340.0;3210.0;31;31.0;0.0
9;10;"1001";2;2024;9;3320.0;3230.0;30;30.0;0.0
9;10;"1001";2;2024;10;3270.0;3200.0;31;31.0;0.0
9;10;"1001";2;2024;11;3280.0;3160.0;30;30.0;0.0
9;10;"1001";2;2024;12;3220.0;3140.0;31;31.0;0.0
9;10;"1001";2;2025;1;3350.0;3260.0;31;31.0;0.0
9;10;"1001";2;2025;2;3350.0;3280.0;28;28.0;0.0
9;10;"1001";2;2025;3;3410.0;3260.0;31;31.0;0.0
9;10;"1001";2;2025;4;3410.0;0.0;30;0.0;30.0
9;10;"1001";2;2025;5;3510.0;3360.0;31;31.0;0.0
9;10;"1001";2;2025;6;3480.0;3370.0;30;30.0;0.0
9;10;"1001";2;2025;7;3600.0;3380.0;31;31.0;0.0
9;10;"1001";2;2025;8;3560.0;3340.0;31;31.0;0.0
9;10;"1001";2;2025;9;3600.0;3380.0;30;30.0;0.0
9;10;"1001";2;2025;10;3520.0;3350.0;31;31.0;0.0
9;10;"1001";2;2025;11;3440.0;3280.0;30;30.0;0.0
9;10;"1001";2;2025;12;3340.0;3280.0;31;31.0;0.0
9;10;"1001";2;2026;1;3460.0;3350.0;31;31.0;0.0
9;10;"1001";2;2026;2;3560.0;3350.0;28;28.0;0.0
9;10;"1001";2;2026;3;3550.0;0.0;31;0.0;31.0
9;10;"1001";2;2026;4;3720.0;3460.0;30;30.0;0.0
9;10;"1001";2;2026;5;3560.0;3410.0;31;31.0;0.0
9;10;"1001";2;2026;6;3710.0;3490.0;30;30.0;0.0
9;10;"1001";2;2026;7;3580.0;0.0;31;0.0;31.0
9;10;"1001";2;2026;8;3540.0;3460.0;31;31.0;0.0
9;10;"1001";2;2026;9;3730.0;3490.0;30;30.0;0.0
9;10;"1001";2;2026;10;3690.0;0.0;31;0.0;31.0
9;10;"1001";2;2026;11;3630.0;3450.0;30;30.0;0.0
9;10;"1001";2;2026;12;3570.0;3420.0;31;31.0;0.0
9;10;"1002";0;2024;1;1940.0;1870.0;31;31.0;0.0
9;10;"1002";0;2024;2;1960.0;1890.0;29;29.0;0.0
9;10;"1002";0;2024;3;1990.0;1930.0;31;31.0;0.0
9;10;"1002";0;2024;4;2050.0;1930.0;30;30.0;0.0
9;10;"1002";0;2024;5;2050.0;1990.0;31;31.0;0.0
9;10;"1002";0;2024;6;2050.0;2010.0;30;30.0;0.0
9;10;"1002";0;2024;7;2150.0;0.0;31;0.0;31.0
9;10;"1002";0;2024;8;2060.0;2020.0;31;31.0;0.0
9;10;"1002";0;2024;9;2080.0;1980.0;30;30.0;0.0
9;10;"1002";0;2024;10;2120.0;1990.0;31;31.0;0.0
9;10;"1002";0;2024;11;1980.0;1900.0;30;30.0;0.0
9;10;"1002";0;2024;12;2010.0;1920.0;31;31.0;0.0
9;10;"1002";0;2025;1;2000.0;1960.0;31;31.0;0.0
9;10;"1002";0;2025;2;2050.0;1950.0;28;28.0;0.0
9;10;"1002";0;2025;3;2140.0;2010.0;31;31.0;0.0
9;10;"1002";0;2025;4;2070.0;2020.0;30;30.0;0.0
9;10;"1002";0;2025;5;2100.0;2030.0;31;31.0;0.0
9;10;"1002";0;2025;6;2110.0;2060.0;30;30.0;0.0
9;10;"1002";0;2025;7;2190.0;2060.0;31;31.0;0.0
9;10;"1002";0;2025;8;2240.0;2090.0;31;31.0;0.0
9;10;"1002";0;2025;9;2150.0;2110.0;30;30.0;0.0
9;10;"1002";0;2025;10;2140.0;2020.0;31;31.0;0.0
9;10;"1002";0;2025;11;2090.0;1990.0;30;30.0;0.0
9;10;"1002";0;2025;12;2120.0;1990.0;31;31.0;0.0
9;10;"1002";0;2026;1;2120.0;2040.0;31;31.0;0.0
9;10;"1002";0;2026;2;2130.0;2070.0;28;28.0;0.0
9;10;"1002";0;2026;3;2230.0;2090.0;31;31.0;0.0
9;10;"1002";0;2026;4;2150.0;2090.0;30;30.0;0.0
9;10;"1002";0;2026;5;2220.0;2150.0;31;31.0;0.0
9;10;"1002";0;2026;6;2310.0;2150.0;30;30.0;0.0
9;10;"1002";0;2026;7;2310.0;2190.0;31;31.0;0.0
9;10;"1002";0;2026;8;2210.0;2160.0;31;31.0;0.0
9;10;"1002";0;2026;9;2240.0;2170.0;30;30.0;0.0
9;10;"1002";0;2026;10;2180.0;2130.0;31;31.0;0.0
9;10;"1002";0;2026;11;2130.0;2060.0;30;30.0;0.0
9;10;"1002";0;2026;12;2100.0;2040.0;31;31.0;0.0
9;1;"101";2;2024;1;3030.0;2870.0;31;31.0;0.0
9;1;"101";2;2024;2;2920.0;2870.0;29;29.0;0.0
9;1;"101";2;2024;3;3040.0;2860.0;31;31.0;0.0
9;1;"101";2;2024;4;3050.0;2860.0;30;30.0;0.0
9;1;"101";2;2024;5;3130.0;2930.0;31;31.0;0.0
9;1;"101";2;2024;6;2990.0;2920.0;30;30.0;0.0
9;1;"101";2;2024;7;3120.0;2960.0;31;31.0;0.0
9;1;"101";2;2024;8;3180.0;2990.0;31;31.0;0.0
9;1;"101";2;2024;9;3060.0;2980.0;30;30.0;0.0
9;1;"101";2;2024;10;3020.0;2920.0;31;31.0;0.0
9;1;"101";2;2024;11;3100.0;2900.0;30;30.0;0.0
9;1;"101";2;2024;12;2900.0;0.0;31;0.0;31.0
9;1;"101";2;2025;1;3110.0;2970.0;31;31.0;0.0
9;1;"101";2;2025;2;3050.0;2980.0;28;28.0;0.0
9;1;"101";2;2025;3;3250.0;3030.0;31;31.0;0.0
9;1;"101";2;2025;4;3250.0;3060.0;30;30.0;0.0
9;1;"101";2;2025;5;3140.0;3060.0;31;31.0;0.0
9;1;"101";2;2025;6;3200.0;3070.0;30;30.0;0.0
9;1;"101";2;2025;7;3320.0;3100.0;31;31.0;0.0
9;1;"101";2;2025;8;3280.0;3080.0;31;31.0;0.0
9;1;"101";2;2025;9;3320.0;3120.0;30;30.0;0.0
9;1;"101";2;2025;10;3250.0;3080.0;31;31.0;0.0
9;1;"101";2;2025;11;3110.0;3010.0;30;30.0;0.0
9;1;"101";2;2025;12;3040.0;2970.0;31;31.0;0.0
9;1;"101";2;2026;1;3240.0;3090.0;31;31.0;0.0
9;1;"101";2;2026;2;3260.0;3100.0;28;28.0;0.0
9;1;"101";2;2026;3;3290.0;3100.0;31;31.0;0.0
9;1;"101";2;2026;4;3360.0;3160.0;30;30.0;0.0
9;1;"101";2;2026;5;3300.0;0.0;31;0.0;31.0
9;1;"101";2;2026;6;3320.0;3160.0;30;30.0;0.0
9;1;"101";2;2026;7;3410.0;3230.0;31;31.0;0.0
9;1;"101";2;2026;8;3290.0;0.0;31;0.0;31.0
9;1;"101";2;2026;9;3370.0;3180.0;30;30.0;0.0
9;1;"101";2;2026;10;3280.0;3140.0;31;31.0;0.0
9;1;"101";2;2026;11;3200.0;3100.0;30;30.0;0.0
9;1;"101";2;2026;12;3260.0;3130.0;31;31.0;0.0
9;1;"102";1;2024;1;2450.0;2360.0;31;31.0;0.0
9;1;"102";1;2024;2;2530.0;2370.0;29;29.0;0.0
9;1;"102";1;2024;3;2520.0;2410.0;31;31.0;0.0
9;1;"102";1;2024;4;2540.0;2420.0;30;30.0;0.0
9;1;"102";1;2024;5;2530.0;2460.0;31;31.0;0.0
9;1;"102";1;2024;6;2620.0;2470.0;30;30.0;0.0
9;1;"102";1;2024;7;2570.0;2470.0;31;31.0;0.0
9;1;"102";1;2024;8;2610.0;2470.0;31;31.0;0.0
9;1;"102";1;2024;9;2470.0;2420.0;30;30.0;0.0
9;1;"102";1;2024;10;2490.0;2450.0;31;31.0;0.0
9;1;"102";1;2024;11;2510.0;2400.0;30;30.0;0.0
9;1;"102";1;2024;12;2540.0;2380.0;31;31.0;0.0
9;1;"102";1;2025;1;2630.0;2470.0;31;31.0;0.0
9;1;"102";1;2025;2;2660.0;2480.0;28;28.0;0.0
9;1;"102";1;2025;3;2580.0;2510.0;31;31.0;0.0
9;1;"102";1;2025;4;2680.0;2520.0;30;30.0;0.0
9;1;"102";1;2025;5;2650.0;2530.0;31;31.0;0.0
9;1;"102";1;2025;6;2770.0;2580.0;30;30.0;0.0
9;1;"102";1;2025;7;2760.0;2600.0;31;31.0;0.0
9;1;"102";1;2025;8;2720.0;2550.0;31;31.0;0.0
9;1;"102";1;2025;9;2780.0;2590.0;30;30.0;0.0
9;1;"102";1;2025;10;2630.0;2500.0;31;31.0;0.0
9;1;"102";1;2025;11;2580.0;2470.0;30;30.0;0.0
9;1;"102";1;2025;12;2640.0;2480.0;31;31.0;0.0
9;1;"102";1;2026;1;2740.0;2580.0;31;31.0;0.0
9;1;"102";1;2026;2;2750.0;2590.0;28;28.0;0.0
9;1;"102";1;2026;3;2660.0;2600.0;31;31.0;0.0
9;1;"102";1;2026;4;2790.0;2620.0;30;30.0;0.0
9;1;"102";1;2026;5;2640.0;2600.0;31;31.0;0.0
9;1;"102";1;2026;6;2840.0;2660.0;30;30.0;0.0
9;1;"102";1;2026;7;2750.0;2640.0;31;31.0;0.0
9;1;"102";1;2026;8;2780.0;2700.0;31;31.0;0.0
9;1;"102";1;2026;9;2700.0;2630.0;30;30.0;0.0
9;1;"102";1;2026;10;2670.0;2620.0;31;31.0;0.0
9;1;"102";1;2026;11;2760.0;2610.0;30;30.0;0.0
9;1;"102";1;2026;12;2660.0;2570.0;31;31.0;0.0
9;2;"201";1;2024;1;2310.0;2200.0;31;31.0;0.0
9;2;"201";1;2024;2;2310.0;2200.0;29;29.0;0.0
9;2;"201";1;2024;3;2340.0;2200.0;31;31.0;0.0
9;2;"201";1;2024;4;2290.0;0.0;30;0.0;30.0
9;2;"201";1;2024;5;2370.0;2260.0;31;31.0;0.0
9;2;"201";1;2024;6;2460.0;2290.0;30;30.0;0.0
9;2;"201";1;2024;7;2410.0;2330.0;31;31.0;0.0
9;2;"201";1;2024;8;2360.0;2320.0;31;31.0;0.0
9;2;"201";1;2024;9;2500.0;2330.0;30;30.0;0.0
9;2;"201";1;2024;10;2390.0;2290.0;31;31.0;0.0
9;2;"201";1;2024;11;2340.0;2260.0;30;30.0;0.0
9;2;"201";1;2024;12;2310.0;2210.0;31;31.0;0.0
9;2;"201";1;2025;1;2410.0;2280.0;31;31.0;0.0
9;2;"201";1;2025;2;2390.0;2330.0;28;28.0;0.0
9;2;"201";1;2025;3;2450.0;0.0;31;0.0;31.0
9;2;"201";1;2025;4;2480.0;2340.0;30;30.0;0.0
9;2;"201";1;2025;5;2490.0;2330.0;31;31.0;0.0
9;2;"201";1;2025;6;2510.0;2420.0;30;30.0;0.0
9;2;"201";1;2025;7;2470.0;2380.0;31;31.0;0.0
9;2;"201";1;2025;8;2540.0;2440.0;31;31.0;0.0
9;2;"201";1;2025;9;2520.0;2400.0;30;30.0;0.0
9;2;"201";1;2025;10;2460.0;2360.0;31;31.0;0.0
9;2;"201";1;2025;11;2490.0;2360.0;30;30.0;0.0
9;2;"201";1;2025;12;2430.0;2330.0;31;31.0;0.0
9;2;"201";1;2026;1;2460.0;2360.0;31;31.0;0.0
9;2;"201";1;2026;2;2400.0;2360.0;28;28.0;0.0
9;2;"201";1;2026;3;2470.0;2390.0;31;31.0;0.0
9;2;"201";1;2026;4;2570.0;2400.0;30;30.0;0.0
9;2;"201";1;2026;5;2600.0;2480.0;31;31.0;0.0
9;2;"201";1;2026;6;2650.0;0.0;30;0.0;30.0
9;2;"201";1;2026;7;2520.0;2470.0;31;31.0;0.0
9;2;"201";1;2026;8;2610.0;2500.0;31;31.0;0.0
9;2;"201";1;2026;9;2620.0;2490.0;30;30.0;0.0
9;2;"201";1;2026;10;2510.0;2420.0;31;31.0;0.0
9;2;"201";1;2026;11;2450.0;2390.0;30;30.0;0.0
9;2;"201";1;2026;12;2500.0;2410.0;31;31.0;0.0
9;2;"202";3;2024;1;3510.0;3310.0;31;31.0;0.0
9;2;"202";3;2024;2;3560.0;3330.0;29;29.0;0.0
9;2;"202";3;2024;3;3630.0;3390.0;31;31.0;0.0
9;2;"202";3;2024;4;3560.0;3400.0;30;30.0;0.0
9;2;"202";3;2024;5;3540.0;3400.0;31;31.0;0.0
9;2;"202";3;2024;6;3660.0;3430.0;30;30.0;0.0
9;2;"202";3;2024;7;3570.0;3480.0;31;31.0;0.0
9;2;"202";3;2024;8;3700.0;3470.0;31;31.0;0.0
9;2;"202";3;2024;9;3590.0;3450.0;30;30.0;0.0
9;2;"202";3;2024;10;3590.0;3430.0;31;31.0;0.0
9;2;"202";3;2024;11;3520.0;3370.0;30;30.0;0.0
9;2;"202";3;2024;12;3610.0;3370.0;31;31.0;0.0
9;2;"202";3;2025;1;3710.0;3470.0;31;31.0;0.0
9;2;"202";3;2025;2;3680.0;3480.0;28;28.0;0.0
9;2;"202";3;2025;3;3610.0;3510.0;31;31.0;0.0
9;2;"202";3;2025;4;3680.0;3550.0;30;30.0;0.0
9;2;"202";3;2025;5;3740.0;3540.0;31;31.0;0.0
9;2;"202";3;2025;6;3670.0;3570.0;30;30.0;0.0
9;2;"202";3;2025;7;3740.0;3590.0;31;31.0;0.0
9;2;"202";3;2025;8;3810.0;3590.0;31;31.0;0.0
9;2;"202";3;2025;9;3850.0;3640.0;30;30.0;0.0
9;2;"202";3;2025;10;3770.0;3580.0;31;31.0;0.0
9;2;"202";3;2025;11;3790.0;3550.0;30;30.0;0.0
9;2;"202";3;2025;12;3670.0;3540.0;31;31.0;0.0
9;2;"202";3;2026;1;3770.0;3600.0;31;31.0;0.0
9;2;"202";3;2026;2;3870.0;3670.0;28;28.0;0.0
9;2;"202";3;2026;3;3890.0;3660.0;31;31.0;0.0
9;2;"202";3;2026;4;3820.0;3720.0;30;30.0;0.0
9;2;"202";3;2026;5;3970.0;3710.0;31;31.0;0.0
9;2;"202";3;2026;6;3970.0;3710.0;30;30.0;0.0
9;2;"202";3;2026;7;3790.0;3730.0;31;31.0;0.0
9;2;"202";3;2026;8;3990.0;3790.0;31;31.0;0.0
9;2;"202";3;2026;9;4010.0;3780.0;30;30.0;0.0
9;2;"202";3;2026;10;3970.0;3740.0;31;31.0;0.0
9;2;"202";3;2026;11;3920.0;3690.0;30;30.0;0.0
9;2;"202";3;2026;12;3880.0;3630.0;31;31.0;0.0
9;3;"301";2;2024;1;3090.0;2880.0;31;31.0;0.0
9;3;"301";2;2024;2;3040.0;2890.0;29;29.0;0.0
9;3;"301";2;2024;3;3000.0;2930.0;31;31.0;0.0
9;3;"301";2;2024;4;3120.0;2970.0;30;30.0;0.0
9;3;"301";2;2024;5;3090.0;3000.0;31;31.0;0.0
9;3;"301";2;2024;6;3110.0;3020.0;30;30.0;0.0
9;3;"301";2;2024;7;3170.0;3000.0;31;31.0;0.0
9;3;"301";2;2024;8;3150.0;0.0;31;0.0;31.0
9;3;"301";2;2024;9;3110.0;2990.0;30;30.0;0.0
9;3;"301";2;2024;10;3060.0;0.0;31;0.0;31.0
9;3;"301";2;2024;11;2950.0;2900.0;30;30.0;0.0
9;3;"301";2;2024;12;3010.0;2920.0;31;31.0;0.0
9;3;"301";2;2025;1;3140.0;0.0;31;0.0;31.0
9;3;"301";2;2025;2;3060.0;3000.0;28;28.0;0.0
9;3;"301";2;2025;3;3230.0;3060.0;31;31.0;0.0
9;3;"301";2;2025;4;3260.0;3040.0;30;30.0;0.0
9;3;"301";2;2025;5;3200.0;3100.0;31;31.0;0.0
9;3;"301";2;2025;6;3210.0;0.0;30;0.0;30.0
9;3;"301";2;2025;7;3310.0;3110.0;31;31.0;0.0
9;3;"301";2;2025;8;3250.0;3170.0;31;31.0;0.0
9;3;"301";2;2025;9;3250.0;3100.0;30;30.0;0.0
9;3;"301";2;2025;10;3280.0;3090.0;31;31.0;0.0
9;3;"301";2;2025;11;3300.0;3080.0;30;30.0;0.0
9;3;"301";2;2025;12;3100.0;3010.0;31;31.0;0.0
9;3;"301";2;2026;1;3250.0;3120.0;31;31.0;0.0
9;3;"301";2;2026;2;3190.0;3110.0;28;28.0;0.0
9;3;"301";2;2026;3;3260.0;3160.0;31;31.0;0.0
9;3;"301";2;2026;4;3350.0;0.0;30;0.0;30.0
9;3;"301";2;2026;5;3320.0;3190.0;31;31.0;0.0
9;3;"301";2;2026;6;3480.0;3270.0;30;30.0;0.0
9;3;"301";2;2026;7;3500.0;3270.0;31;31.0;0.0
9;3;"301";2;2026;8;3410.0;3240.0;31;31.0;0.0
9;3;"301";2;2026;9;3490.0;3260.0;30;30.0;0.0
9;3;"301";2;2026;10;3420.0;3230.0;31;31.0;0.0
9;3;"301";2;2026;11;3380.0;3210.0;30;30.0;0.0
9;3;"301";2;2026;12;3340.0;3130.0;31;31.0;0.0
9;3;"302";1;2024;1;2200.0;2170.0;31;31.0;0.0
9;3;"302";1;2024;2;2330.0;2180.0;29;29.0;0.0
9;3;"302";1;2024;3;2290.0;0.0;31;0.0;31.0
9;3;"302";1;2024;4;2360.0;2230.0;30;30.0;0.0
9;3;"302";1;2024;5;2410.0;2250.0;31;31.0;0.0
9;3;"302";1;2024;6;2290.0;2220.0;30;30.0;0.0
9;3;"302";1;2024;7;2410.0;2260.0;31;31.0;0.0
9;3;"302";1;2024;8;2420.0;2260.0;31;31.0;0.0
9;3;"302";1;2024;9;2350.0;2260.0;30;30.0;0.0
9;3;"302";1;2024;10;2310.0;2210.0;31;31.0;0.0
9;3;"302";1;2024;11;2330.0;2230.0;30;30.0;0.0
9;3;"302";1;2024;12;2270.0;2160.0;31;31.0;0.0
9;3;"302";1;2025;1;2350.0;2220.0;31;31.0;0.0
9;3;"302";1;2025;2;2410.0;2250.0;28;28.0;0.0
9;3;"302";1;2025;3;2340.0;2250.0;31;31.0;0.0
9;3;"302";1;2025;4;2400.0;2290.0;30;30.0;0.0
9;3;"302";1;2025;5;2450.0;2370.0;31;31.0;0.0
9;3;"302";1;2025;6;2440.0;2340.0;30;30.0;0.0
9;3;"302";1;2025;7;2450.0;2390.0;31;31.0;0.0
9;3;"302";1;2025;8;2570.0;2400.0;31;31.0;0.0
9;3;"302";1;2025;9;2560.0;2380.0;30;30.0;0.0
9;3;"302";1;2025;10;2500.0;2370.0;31;31.0;0.0
9;3;"302";1;2025;11;2420.0;2280.0;30;30.0;0.0
9;3;"302";1;2025;12;2420.0;2270.0;31;31.0;0.0
9;3;"302";1;2026;1;2530.0;2360.0;31;31.0;0.0
9;3;"302";1;2026;2;2380.0;2340.0;28;28.0;0.0
9;3;"302";1;2026;3;2450.0;2370.0;31;31.0;0.0
9;3;"302";1;2026;4;2600.0;2420.0;30;30.0;0.0
9;3;"302";1;2026;5;2570.0;2450.0;31;31.0;0.0
9;3;"302";1;2026;6;2630.0;2450.0;30;30.0;0.0
9;3;"302";1;2026;7;2620.0;2460.0;31;31.0;0.0
9;3;"302";1;2026;8;2640.0;2470.0;31;31.0;0.0
9;3;"302";1;2026;9;2570.0;2430.0;30;30.0;0.0
9;3;"302";1;2026;10;2440.0;2390.0;31;31.0;0.0
9;3;"302";1;2026;11;2470.0;2410.0;30;30.0;0.0
9;3;"302";1;2026;12;2430.0;2330.0;31;31.0;0.0
9;4;"401";2;2024;1;3010.0;2840.0;31;31.0;0.0
9;4;"401";2;2024;2;2980.0;0.0;29;0.0;29.0
9;4;"401";2;2024;3;2980.0;2930.0;31;31.0;0.0
9;4;"401";2;2024;4;3000.0;2910.0;30;30.0;0.0
9;4;"401";2;2024;5;3170.0;2980.0;31;31.0;0.0
9;4;"401";2;2024;6;3100.0;2980.0;30;30.0;0.0
9;4;"401";2;2024;7;3220.0;3030.0;31;31.0;0.0
9;4;"401";2;2024;8;3040.0;2970.0;31;31.0;0.0
9;4;"401";2;2024;9;3190.0;3020.0;30;30.0;0.0
9;4;"401";2;2024;10;3170.0;2970.0;31;31.0;0.0
9;4;"401";2;2024;11;3080.0;2930.0;30;30.0;0.0
9;4;"401";2;2024;12;2990.0;2920.0;31;31.0;0.0
9;4;"401";2;2025;1;3220.0;3030.0;31;31.0;0.0
9;4;"401";2;2025;2;3130.0;3030.0;28;28.0;0.0
9;4;"401";2;2025;3;3190.0;3010.0;31;31.0;0.0
9;4;"401";2;2025;4;3180.0;3080.0;30;30.0;0.0
9;4;"401";2;2025;5;3210.0;3050.0;31;31.0;0.0
9;4;"401";2;2025;6;3190.0;3120.0;30;30.0;0.0
9;4;"401";2;2025;7;3160.0;0.0;31;0.0;31.0
9;4;"401";2;2025;8;3210.0;3130.0;31;31.0;0.0
9;4;"401";2;2025;9;3340.0;3140.0;30;30.0;0.0
9;4;"401";2;2025;10;3240.0;3070.0;31;31.0;0.0
9;4;"401";2;2025;11;3220.0;3030.0;30;30.0;0.0
9;4;"401";2;2025;12;3120.0;3010.0;31;31.0;0.0
9;4;"401";2;2026;1;3190.0;3130.0;31;31.0;0.0
9;4;"401";2;2026;2;3200.0;3140.0;28;28.0;0.0
9;4;"401";2;2026;3;3420.0;3190.0;31;31.0;0.0
9;4;"401";2;2026;4;3250.0;3190.0;30;30.0;0.0
9;4;"401";2;2026;5;3320.0;3180.0;31;31.0;0.0
9;4;"401";2;2026;6;3370.0;3220.0;30;30.0;0.0
9;4;"401";2;2026;7;3460.0;0.0;31;0.0;31.0
